doc_id,word_count,token_count,sentence_count,char_count,char_count_no_spaces,avg_words_per_sentence,avg_syllables_per_word,flesch_kincaid_grade,gunning_fog_index,lexical_density,lexical_diversity,keyword_density,sentiment_polarity,named_entity_count,distinct_entity_types,most_frequent_entity,most_frequent_entity_count
1926_UK_&_Ireland_Greyhound_Racing_Year_be5f048315,748,556,32,4606,3797,23.375,1.4986631016042782,11.210474598930485,12.291176470588235,0.5775401069518716,0.4879679144385027,0.07887700534759358,,126,13,first,7
1927_English_Greyhound_Derby_afd76f2b29,304,223,15,1855,1519,20.266666666666666,1.486842105263158,9.858736842105266,10.211929824561404,0.5921052631578947,0.48355263157894735,0.10855263157894737,,53,14,Southern,3
1927_UK_&_Ireland_Greyhound_Racing_Year_fbcad8eb67,1217,844,57,7351,6082,21.350877192982455,1.5406737880032868,10.916792803701941,12.12293099222996,0.5858668857847165,0.40345110928512734,0.06984387838948233,,193,16,GRA,15
1928_English_Greyhound_Derby_38c7664dcd,293,214,17,1731,1413,17.235294117647058,1.4197952218430034,7.885348323629795,9.214936759686811,0.5631399317406144,0.47440273037542663,0.09897610921501707,,55,10,Boher Ash,5
1928_UK_&_Ireland_Greyhound_Racing_Year_10448b1fa9,923,666,44,5814,4823,20.977272727272727,1.6132177681473456,11.627106027775046,12.594592731212451,0.609967497291441,0.4301191765980498,0.07475622968580715,,166,16,Macoma,5
1929_English_Greyhound_Derby_9b4fdb718d,658,474,31,3908,3204,21.225806451612904,1.4893617021276595,10.262532601235417,11.712207079125406,0.5668693009118541,0.4072948328267477,0.07750759878419453,,115,11,Mick the Miller,10
1929_UK_&_Ireland_Greyhound_Racing_Year_32900ca2c7,760,563,41,4747,3928,18.536585365853657,1.5842105263157895,10.332952503209246,10.83568677792041,0.6052631578947368,0.48026315789473684,0.06973684210526315,,146,16,1929,6
1929–1930_psittacosis_pandemic_4456495021,2171,1540,115,14279,11941,18.878260869565217,1.754951635191156,12.480951034386077,13.90782208158933,0.5868263473053892,0.3274988484569323,0.0649470290188853,,302,12,U.S.,7
1930_English_Greyhound_Derby_1c69bb9b1e,339,258,17,2065,1697,19.941176470588236,1.463126843657817,9.451955578691656,10.690334895019957,0.5929203539823009,0.45722713864306785,0.12389380530973451,,66,12,Mick the Miller,9
1930_UK_&_Ireland_Greyhound_Racing_Year_a0e62ca45e,388,314,21,2537,2094,18.476190476190474,1.5670103092783505,10.106435935198824,10.07088856161021,0.6623711340206185,0.538659793814433,0.09536082474226804,,92,14,1930,4
1931_English_Greyhound_Derby_10e5bff4d7,511,354,26,2898,2370,19.653846153846153,1.4344422700587085,9.00141878669276,10.522986602438657,0.5870841487279843,0.46771037181996084,0.09393346379647749,,66,9,Miller,4
1931_UK_&_Ireland_Greyhound_Racing_Year_e238691f51,545,409,31,3454,2847,17.580645161290324,1.5908256880733944,10.038194732169284,10.408404853506957,0.6311926605504588,0.48807339449541287,0.07889908256880734,,108,14,1931,7
1932_English_Greyhound_Derby_1edb15401b,365,258,15,2152,1766,24.333333333333332,1.4602739726027398,11.131232876712328,13.130593607305935,0.5671232876712329,0.5013698630136987,0.08767123287671233,,55,10,Wild Woolley,6
1932_UK_&_Ireland_Greyhound_Racing_Year_c85a016509,1234,901,50,7821,6503,24.68,1.592382495948136,12.825313452188006,13.696959481361427,0.6118314424635333,0.4351701782820097,0.06969205834683954,,196,17,1932,6
1933_English_Greyhound_Derby_027e5213b5,385,302,20,2297,1891,19.25,1.4363636363636363,8.86659090909091,10.193506493506494,0.625974025974026,0.4805194805194805,0.12207792207792208,,69,11,Beef Cutlet,6
1933_UK_&_Ireland_Greyhound_Racing_Year_b200bdbf43,734,559,31,4625,3836,23.677419354838708,1.5626702997275204,12.083703085171837,12.522738859101697,0.6348773841961853,0.4904632152588556,0.07493188010899182,,134,15,1933,5
1934_English_Greyhound_Derby_6199dc3c4a,421,319,20,2546,2103,21.05,1.5296912114014252,10.669856294536817,12.410498812351545,0.5938242280285035,0.5154394299287411,0.0688836104513064,,82,13,Wild Woolley,6
1934_UK_&_Ireland_Greyhound_Racing_Year_e44a79ea3d,646,481,33,4003,3315,19.575757575757574,1.5712074303405572,10.58479313256403,11.73123182287269,0.5990712074303406,0.48761609907120745,0.07585139318885449,,111,15,1934,6
1935_English_Greyhound_Derby_e7668d03e3,456,345,20,2711,2229,22.8,1.4298245614035088,10.173929824561409,11.48842105263158,0.618421052631579,0.47368421052631576,0.07894736842105263,,81,12,Greta Ranee,7
